HERD AREA NAME,Herd Code ,HERD AREA BLM Acres,HERD AREA Total Acres,HERD MANAGEMENT AREA  BLM Acres ,HERD MANAGEMENT AREA Total Acres,Horse AML Low End,Horse AML High End,Horse Pop,% AML Horse,Burro AML Low End,Burro AML High End,Burro Pop,Burro % of AML,Population Inventory,Most Recent Gather,Most Recent Year at AML
FOX HOG,CA0263,121541,427577,121586,127122,120,220,181,Within AML,0,0,0,,June 2011,November 2011,2014
HON ROCK,CA0264,209245,213166,94612,94758,78,120,113,Within AML,0,0,0,,June 2011,November 2013,2014
LEE FLAT,CA0652,135616,137872,71964,73390,0,0,0,,12,15,0,0,October 2009,October 2001,2014
MASSACRE LAKES,CA0268,18566,129335,36084,39942,27,35,247,7,0,0,0,,June 2011,October 1988,1988
NEW RAVENDALE,CA0243,23428,32137,23428,32117,10,25,35,1,0,0,0,,November 2009,September 2009,2012
NUT MOUNTAIN from CAD264 5 CA0268,CA0266,0,0,38396,40246,30,55,44,Within AML,0,0,0,,June 2011,October 2011,2014
PIPER MOUNTAIN,CA0656,95649,104015,87909,96251,14,17,0,0,66,82,0,0,February 2011,September 1993,2014
RED ROCK LAKES,CA0251,13413,18741,13413,11541,16,25,24,Within AML,0,0,0,,July 2011,February 2014,2014
TWIN PEAKS,CA0242,635356,758126,635356,758128,445,758,1432,2,72,116,347,3,April 2011,November 2013,2000
WALL CANYON (from CA0264),CA0265,0,0,39119,41158,15,25,49,2,0,,0,,June 2011,October 2011,2007
AUCOBA-HUNTER MOUNTAIN,CA0651,464303,470238,22098,22675,0,0,0,,0,11,49,5,April 2011,October 2001,2004
ROUND MOUNTAIN (Devils Garden Plateau,CA0252,7835,7759,7635,7759,8,10,32,3,0,0,0,,,October 2009,2005
CIMA DOME,CA0695,90433,93201,,,,,0,,,,0,,,December 2009,
CLARK MOUNTAIN,CA0691,217189,233351,,,,,0,,,,113,,,January 2007,
COYOTE CANYON,CA0663,8310,21609,,,,,0,,,,0,,,November 2001,
DEAD MOUNTAIN,CA0697,38551,42759,,,,,0,,,,74,,,April 1982,
GRANITE-PROVIDENCE MOUNTAINS,CA0693,174208,192740,,,,,0,,,,0,,,August 1999,
KRAMER,CA0682,5646,14024,,,,,0,,,,0,,,January 1990,
LAVA BEDS,CA0692,169131,177332,,,,,0,,,,0,,,May 1997,
MORONGO,CA0661,27441,39159,,,,,0,,,,0,,,February 1988,
NEW YEARS LAKE (Into CA0269),CA0260,284915,350225,,,,,120,,,,0,,,,
PALM CANYON,CA0662,2758,10162,,,,,0,,,,12,,,,
PANAMINT,CA0653,360419,414599,,,,,0,,,,60,,,September 2009,
Picacho,CA0672,43633,46046,,,,,0,,,,0,,,November 2010,
PIUTE MOUNTAIN,CA0696,37333,39751,,,,,0,,,,60,,,October 1957,
SAND SPRING-LAST CHANCE,CA0657,233741,240953,,,,,0,,,,0,,,May 1995,
SLATE RANGE (8),CA0655,75713,512913,,,,,0,,,,241,,,September 2012,
TULEDAD (in GA0261 & GA0262),CA0270,130213,155327,,,,,0,,,,0,,,,
WOODS-HACKBERRY,CA0694,46351,56542,,,,,0,,,,0,,,December 1992,
OUTSIDE OF HERD AREAS (9),CA000Z,,,,,,,748,,,,373,,,January 2017,
LITTLE ROOK CLIFFS WILD HORSE RANGE,CO0766,51040,52634,35178,36100,90,350,145,Within AML,0,0,0,,June 2013,September 2013,2014
PICEANCE-EAST DOUGLAS CREEK,CO0161,131018,160841,158332,190016,135,235,264,1,0,0,0,,February 2012,September 2012,2013
SAND WASH BASIN,CO0143,151435,156502,151435,156502,163,362,410,1,0,0,0,,January 2013,October 2008,2013
SPRING CREEK BASIN,CO0384,43045,54528,21043,21395,35,65,57,Within AML,0,0,0,,January 2013,September 2011,2014
DOUGLAS MOUNTAIN,CO0144,65741,117512,,,,,0,,,,0,,,January 1979,
NATURITA RIDGE,CO0345,53739,63204,,,,,0,,,,0,,,September 1985,
NORTH PICEANCE (in C00151) (5),CO0163,104168,118405,,,,,30,,,,0,,,October 2010,
WEST DOUGLAS CREEK,CO0162,122909,127640,,,,,161,,,,0,,,July 2012,
OUTSIDE OF HERD AREAS (6),CO000Z,,,,,,,138,,,,0,,,September 2006,
BLACK MOUNTAIN,ID0006,47434,50904,,47434,50904,30,68,68,1,0,0,0,September 2012,November 2010,2013
CHALLIS,ID0005,156546,157848,,156545,167848,185,224,Within AML,1,0,0,0,September 2012,October 2012,2014
FOUR MILE,ID0002,20457,25806,,15441,18034,37,78,78,1,0,0,0,November 2009,October 2009,2012
HARD TRIGGER,ID0007,62149,69910,,60090,67882,66,175,175,1,0,0,0,September 2012,November 2010,2012
SAND BASIN,ID0004,9392,11724,,9392,11724,33,72,72,1,0,0,0,November 2009,October 2009,2013
SAYLOR CREEK,ID0003,94992,101876,,94992,101876,40,51,51,1,0,0,0,September 2014,September 2014,2013
MORGAN CREEK,ID0009,21341,24067,,,,,0,,,,0,,,September 1982,
SHEEP MOUNTAIN,ID0008,210,14826,,,,,0,,,,0,,,,
WEST CRANE CREEK,ID0001,8263,10339,,,,,0,,,,0,,,September 1989,
OUTSIDE OF HERD AREAS,ID000Z,,,,,,,0,,,,0,,,January 2017,
PRYOR MOUNTAIN WILD HORSE RANGE,MT0251,28324,44920,24941,33187,90,120,160,1,0,0,0,,June 2013,August 2012,2009
BARTON GULCH,MT0253,8026,18349,,,,,0,,,,0,,,,
DEVILS FENCE,MT0254,16306,68031,,,,,0,,,,0,,,,
ERVIN RIDGE,MT0252,6586,11760,,,,,9,,,,0,,,,
GARDEN CREEK,MT0255,13253,26051,,,,,0,,,,0,,,,
ROCKY HILLS,MT0257,25320,39007,,,,,0,,,,0,,,,
SWEETWATER,MT0256,6029,21955,,,,,0,,,,0,,,,
OUTSIDE OF HERD AREAS,MT000Z,,,,,,,0,,,,0,,,September 2009,
AMARGOSA VALLEY,NV0511,8124,8819,8124,8819,0,0,0,0,0,0,0,0,,April 1990,2014
ANTELOPE (from NV0490 & NV0495) (3),NV0401,0,0,327385,399781,194,324,413,1,,,,,,May 2013,2012
ANTELOPE VALLEY (from NV0106),NV0107,414616,417092,496167,504714,155,259,792,3,,,,,,May 2013,2005
ASH MEADOWS,NV0509,96448,115143,96448,115143,,,,,,,,,,December 1993,2014
AUGUSTA MOUNTAINS (13),NV0311,311726,315857,176208,177570,185,306,570,2,,,,,,January 2011,2011
BALD MOUNTAIN,NV0603,139693,139875,139693,139875,129,215,236,1,,,,,,August 2012,2013
BLACK ROCK RANGE EAST,NV0209,91191,93436,91191,93436,56,93,109,1,,,,,,June 2012,2013
BLACK ROCK RANGE WEST,NV0227,94287,96543,94287,96543,56,93,113,1,,,,,,June 2012,2012
BLUE WING MOUNTAINS,NV0217,17854,17854,17854,17854,22,36,94,3,17,28,43,2,,July 2011,2006
BUFFALO HILLS,NV0220,125207,131861,125207,131861,188,314,432,1,,,12,,,January 2009,2002
BULLFROG,NV0629,148701,157180,146701,157180,,,,,55,91,88,Within AML,,January 2012,2014
CALICO MOUNTAINS,NV0222,156086,160831,158086,160831,200,333,395,1,,,,,,June 2012,2013
CALLAGHAN (from NV0687 & NV0689) (3),NV0604,0,0,152726,158156,147,237,361,2,,,,,,August 2012,2012
CLAN ALPINE,NV0310,296064,302226,296064,302226,503,979,724,Within AML,,,,,,December 2010,2014
DESATOYA (from NV0688),NV0606,21699,22399,157838,181678,127,180,208,1,,,,,,July 2011,2013
DIAMOND,NV0609,169028,211974,145341,166632,91,151,209,1,,,,,,July 2013,2013
DIAMOND HILLS NORTH,NV0104,70531,71534,70531,71564,22,37,93,3,,,,,,July 2013,2013
DIAMOND HILLS SOUTH (original name Railroad Pass),NV0412,20288,20288,20082,20082,18,22,181,8,,,,,,July 2013,2004
DOGSKIN MOUNTAINS,NV0302,5497,6523,6497,6523,10,15,31,2,,,,,,May 2012,2004
"EAGLE (from NV0404 & NV0521) (3, 13)",NV0414,0,0,659188,660610,126,210,751,4,,,,,,April 2012,2011
EL DORADO MOUNTAINS,NV0501,15120,96224,15120,16625,,,,,,,,,,March 2007,2013
FISH CREEK (from NV0698) (13),NV0612,246786,250966,250244,252771,108,180,461,3,,,,,,February 2014,2012
FISH LAKE VALLEY,NV0622,64007,67085,64007,67085,43,64,105,2,,,,,,August 2012,2012
FLANIGAN,NV0301,16319,17147,16319,17147,80,125,142,1,,,,,,May 2012,2013
FORT SAGE ,NV0320,1939,1950,1939,1950,29,36,53,1,,,,,,July 2011,2001
FOX-LAKE RANGE,NV0228,172692,177724,172692,177724,122,204,407,2,,,,,,August 2008,2010
GARFIELD FLAT,NV0313,125420,142716,125420,142716,75,125,120,Within AML,,,,,,June 2011,2014
GOLD BUTTE,NV0502,170354,271772,170354,178564,,,,,22,98,278,3,,March 2011,2007
GOLD MOUNTAIN,NV0628,108522,107638,103522,107638,,,6,,47,78,1,0,,September 2006,2001
GOLDFIELD,NV0626,53391,62794,52965,62367,,,27,,22,37,41,1,,February 2010,1996
GOSHUTE,NV0108,290923,303171,266045,267277,74,123,523,4,,,,,,May 2013,2011
GRANITE PEAK,NV0303,3981,4001,3981,4001,11,18,22,1,,,,,,May 2012,2013
GRANITE RANGE,NV0221,92016,103804,92016,103804,155,258,301,1,,,,,,June 2012,2013
HORSE MOUNTAIN,NV0308,49572,49779,49572,49779,60,95,,,,,,,,November 2003,2014
HOT CREEK,NV0616,81725,82230,54238,54671,33,41,30,1,,,,,,August 2007,2014
JACKSON MOUNTAINS,NV0208,276634,283775,276634,283775,130,217,354,2,,,,,,May 2012,2007
JOHNNIE** (from NV0527 & NV0508) (3),NV0510,0,0,177237,179368,,,125,,65,108,246,2,,April 2012,2007
KAMMA MOUNTAINS (13),NV0214,54410,57390,54410,57390,46,77,151,2,,,,,,July 2011,2006
LAHONTAN,NV0306,6937,9578,6937,9578,7,10,70,7,,,,,,May 2012,2004
LAVA BEDS (13),NV0215,232940,233000,232940,233000,89,148,437,3,10,16,40,3,,July 2011,2006
LITTLE FISH LAKE**,NV0614,135698,139341,28122,28744,31,39,166,4,,,,,,February 2014,2006
LITTLE HUMBOLDT,NV0102,52367,63916,15741,17152,48,80,28,1,,,,,,September 2012,2014
LITTLE OWYHEE,NV0200,452518,460284,452518,460284,194,298,347,1,,,,,,September 2012,2013
MARIETTA WILD BURRO RANGE (13),NV0316,64466,66045,64466,66045,,,20,,78,104,207,2,,June 2011,2001
MAVERICK-MEDICINE (from NV0106),NV0105,247817,251241,318760,323662,168,276,763,3,,,,,,February 2014,2006
MCGEE MOUNTIAN,NV0210,41160,41160,41160,41160,,,,,25,41,60,1,,June 2011,2012
MONTEZUMA PEAK,NV0625,76437,77876,76437,77876,3,4,64,16,6,10,90,9,,December 2011,2001
MUDDY MOUNTAINS,NV0503,77193,187798,77196,78705,,,6,,,,,,,March 2011,2007
NEVADA WILD HORSE RANGE,NV0524,,1301637,,1301637,300,500,589,1,,,41,,,September 2012,2013
NEW PASS-RAVENSWOOD,NV0602,284475,285878,284475,285878,453,566,677,1,,,,,,August 2012,2013
NIGHTENGALE MOUNTAINS (13),NV0219,74367,76439,74367,76439,36,63,186,3,,,23,,,July 2011,2006
NORTH STILLWATER,NV0229,176800,178927,176800,178927,123,205,364,2,,,1,,,April 2009,2011
OWYHEE,NV0101,336233,339103,336233,339103,139,231,170,Within AML,,,,,,September 2012,2014
PALMETTO,NV0624,115359,118273,115359,118273,46,76,,,,,,,,February 2010,2014
PANCAKE** (from NV0402 & NV0405) (3),NV0415,,,849613,849922,296,493,1111,2,,,,,,February 2014,
PAYMASTER (original name Paymaster-Lone Mountain),NV0621,98810,100590,98810,100590,23,38,35,Within AML,,,,,,December 2011,2014
PILOT MOUNTAIN (from NV0315 & NV0690),NV0314,129703,130499,475440,477133,249,415,583,1,,,,,,January 2011,2012
PINE NUT MOUNTAINS,NV0305,183479,251792,95391,104316,118,179,351,2,,,,,,May 2012,2011
RED ROCK** (from NV0525)(original name Red Rock-Bird Springs) (3),NV0504,,,157443,161969,16,27,92,3,29,49,86,2,,April 2012,2007
REVEILLE,NV0619,387676,389050,104500,105499,83,136,140,1,,,,,,August 2012,2013
ROBERTS MOUNTAIN,NV0607,221922,225906,99321,99988,90,150,369,2,,,,,,November 2012,2006
ROCK CREEK,NV0103,144907,183500,98185,121434,83,250,542,2,,,,,,September 2012,2007
ROCKY HILLS (original name North Simpson Park),NV0605,81435,83988,81435,83988,90,143,109,Within AML,,,,,,August 2012,2014
SAND SPRINGS WEST,NV0630,168189,168189,152277,152277,29,56,149,3,,,,,,February 2014,2006
SAULSBURY,NV0620,142743,144240,134508,135081,24,40,174,4,,,,,,December 2011,2007
SEVEN MILE** (original name Antelope (HA)),NV0613,103998,104876,96772,97654,40,50,185,4,,,,,,April 2011,2006
SEVEN TROUGHS,NV0216,131413,148884,131413,148884,94,156,374,2,28,46,118,3,,July 2011,2006
SHAWAVE MOUNTAINS,NV0218,102837,107081,102837,107081,44,73,206,3,,,,,,July 2011,2006
"SILVER KING (from NV0410, NV0522, &NV0523) (3, 13)",NV0416,,,574962,575460,76,128,377,3,,,,,,January 2012,
SILVER PEAK,NV0623,239801,242462,239801,242462,,,101,,5,6,,,,February 2010,2007
SNOWSTORM MOUNTAINS,NV0201,103602,117109,103602,117109,90,140,644,5,,,,,,September 2012,2006
SOUTH SHOSHONE,NV0601,147923,150917,132401,133093,60,100,336,3,,,,,,November 2012,2008
SOUTH STILLWATER,NV0309,9773,9773,9773,9773,8,16,23,1,,,,,,July 2011,2010
SPRUCE-PEQUOP,NV0109,312490,328944,234975,240744,49,82,493,6,,,,,,May 2013,2005
STONE CABIN**(from NV0699) (13),NV0618,281913,285854,402567,407706,218,364,379,1,,,,,,December 2011,2013
STONEWALL,NV0627,23780,23887,23780,23887,,,,,5,8,26,3,,February 2010,2001
TOBIN RANGE (13),NV0231,186654,198236,186654,198236,25,42,48,1,,,,,,September 2010,2013
"TRIPLE B** (from NV0403, NV0407, &NV0406) (3)",NV0417,,,1230579,1232494,312,518,1107,2,,,,,,February 2014,2013
WARM SPRINGS CANYON,NV0226,91106,91710,91106,91710,105,175,202,1,14,24,46,2,,June 2012,2012
WASSUK,NV0312,51626,51743,51626,51743,109,165,169,1,,,,,,June 2011,2013
WHEELER PASS** (from NV0525) (3),NV0507,,,273898,275575,47,68,443,7,20,35,164,5,,April 2012,2008
WHISTLER MOUNTAIN (from NV0698) (3),NV0608,,,42660,43245,14,24,17,Within AML,,,,,,November 2012,2014
HICKISON SUMMIT*,NV0610,57275,57275,57275,57275,,,,,27,45,38,Within AML,,November 2012,
MONTGOMERY PASS*,NV0317,84500,87339,49023,50815,64,81,144,2,,,,,,June 2011,
NORTH MONITOR* (13),NV0611,11277,11512,11277,11512,6,6,51,6,,,,,,November 2012,2006
ANTELOPE RANGE,NV0211,82071,131581,,,,,12,,,,0,,,October 1999,
APPLEWHITE,NV0518,30646,30968,,,,,12,,,,0,,,October 2009,
AUSTIN (into NV0604),NV0687,84223,85794,,,,,0,,,,0,,,,
BLOODY RUNS,NV0204,44896,74097,,,,,0,,,,0,,,October 1996,
BLUE DIAMOND (in NV0525) (9),NV0505,,0,,,,,0,,,,0,,,,
BLUE NOSE PEAK,NV0514,84627,84788,,,,,10,,,,0,,,October 2009,
BUCK-BALD (into NV0417),NV0403,309106,322003,,,,,0,,,,0,,,August 2006,
BULTER BASIN*,NV0686,10345,10345,,,,,0,,,,0,,,,
BUTTE (from NV0406; into NV0417) (11),NV0407,0,0,,,,,0,,,,0,,,August 2006,
CAVE VALLEY (in NV0410),NV0493,76376,76415,,,,,0,,,,0,,,,
CHERRY CREEK  (into NV0417) (original,NV0406,472429,481287,,,,,37,,,,0,,,February 1987,
CLOVER CREEK,NV0517,33187,33420,,,,,32,,,,0,,,October 2009,
CLOVER MOUNTAINS,NV0516,172733,173088,,,,,179,,,,0,,,October 2009,
DEER LODGE CANYON (into NV0414),NV0521,107988,109753,,,,,0,,,,0,,,March 2007,
DELAMAR MOUNTAINS,NV0515,184377,185843,,,,,193,,,,0,,,October 2009,
DOBBIN SUMMIT***,NV0615,19190,19309,,,,,0,,,,0,,,,
DRY LAKE (into NV0416),NV0410,415017,417957,,,,,0,,,,0,,,December 2006,
DUNLAP (into NV0314),NV0690,218953,219073,,,,,0,,,,0,,,,
EAST RANGE,NV0225,321328,451904,,,,,60,,,,0,,,November 2001,
EUGENE MOUNTAINS,NV0207,49215,86093,,,,,0,,,,0,,,June 1993,
FORTIFICATION (into NV0404),NV0496,337176,344655,,,,,0,,,,0,,,,
GABBS VALLEY RANGE (into NV314),NV0315,126784,127562,,,,,0,,,,0,,,November 1987,
GOLDEN GATE (into NV0411),NV0494,96247,97131,,,,,0,,,,0,,,,
GOSHUTE (in NV0401),NV0495,93086,93103,,,,,0,,,,0,,,,
GRASS VALLEY (into NV0604),NV0689,68503,70361,,,,,0,,,,0,,,,
HIGHLAND PEAK (into NV0416),NV0522,135986,137874,,,,,0,,,,0,,,September 2008,
HORSE SPRING,NV0307,15302,25695,,,,,0,,,,0,,,July 2000,
HOT SPRINGS MOUNTAINS,NV0203,47873,68179,,,,,0,,,,18,,,,
HUMBOLDT,NV0224,219075,431545,,,,,275,,,,0,,,July 1993,
IONE,NV0691,168445,168974,,,,,20,,,,0,,,,
JAKES WASH***(8),NV0408,153662,153662,,,,,115,,,,0,,,January 2012,
KOBEH VALLEY (into NV0608 & NV0612),NV0698,91084,93613,,,,,0,,,,0,,,,
KRUM HILLS,NV0206,38107,64192,,,,,0,,,,0,,,December 1985,
LAST CHANCE (into NV0510),NV0527,138036,161986,,,,,0,,,,0,,,,
LITTLE MOUNTAIN,NV0519,53088,53258,,,,,23,,,,0,,,September 2008,
LOWER PARADISE VALLEY,NV0233,16130,44896,,,,,0,,,,0,,,,
LUCKY STRIKE (in NV0525) (9),NV0526,,0,,,,,0,,,,0,,,,
MAVRICK-BUTTE (into NV0403),NV0491,513667,517007,,,,,0,,,,0,,,,
MEADOW VALLEY MOUNTAINS,NV0513,95975,97448,,,,,0,,,,0,,,October 2009,
MILLER FLAT,NV0520,91756,92124,,,,,44,,,,0,,,October 2009,
MONTE CRISTO (into NV0415),NV0402,372780,378570,,,,,0,,,,0,,,January 2006,
MORIAH***,NV0413,43370,43405,,,,,94,,,,0,,,August 2010,
MORMON MOUNTAINS,NV0512,136793,136987,,,,,0,,,,0,,,January 1998,
MOUNT AIRY,NV0695,64812,67575,,,,,20,,,,0,,,,
MOUNT POTOSI (in NV0525) (9),NV0506,,,,,,,0,,,,0,,,,
MOUNT STERLING (into NV0510),NV0508,79336,80679,,,,,0,,,,0,,,March 1999,
MURPHYS WASH (10),NV0452,98120,175926,,,,,0,,,,0,,,,
NORTH CHERRY CREEK (in NV0105 &,NV0106,152294,158161,,,,,0,,,,0,,,December 1996,
NORTH SHOSHONE,NV0697,103937,175130,,,,,12,,,,0,,,,
OSGOOD MOUNTAINS,NV0202,83997,142122,,,,,0,,,,0,,,,
PAH RAH MOUNTAINS (11),NV0304,11067,23522,,,,,0,,,,0,,,August 1985,
PARK MOUNTAIN,NV0694,34010,34065,,,,,24,,,,0,,,,
PATTERSON-EAGLE (into NV0404),NV0492,332059,342499,,,,,0,,,,0,,,,
POWELL MOUNTAIN*,NV0318,27248,30423,,,,,0,,,,0,,,,
QUINN***,NV0696,103960,105708,,,,,0,,,,0,,,,
RATTLESNAKE (into NV0416),NV0523,71432,71432,,,,,0,,,,0,,,,
SAND SPRINGS EAST (into NV0415),NV0405,480437,480983,,,,,0,,,,0,,,January 2006,
SCHELL CREEK (into NV0401),NV0490,299432,306658,,,,,0,,,,0,,,,
SEAMAN RANGE,NV0411,263105,264104,,,,,22,,,,0,,,July 2013,
SELENITE RANGE,NV0212,123496,125306,,,,,0,,,,1,,,August 1998,
SLUMBERING HILLS,NV0205,46055,46455,,,,,0,,,,0,,,,
SMITH CREEK (into NV0606),NV0688,136139,139279,,,,,0,,,,0,,,,
SONOMA RANGE,NV0223,150095,212587,,,,,48,,,,0,,,April 1987,
SOUTH PANCAKE,NV0692,75109,75109,,,,,0,,,,0,,,,
SOUTH SLUMBERING HILLS,NV0230,21341,30096,,,,,0,,,,0,,,December 1985,
SPRING MOUNTAIN (in NV0504 & NV0507),NV0525,773583,795515,,,,,0,,,,0,,,,
TOANO,NV0110,43811,67680,,,,,0,,,,0,,,October 1993,
TRINITY RANGE,NV0232,105621,161456,,,,,43,,,,0,,,August 1998,
TRUCKEE RANGE,NV0213,91974,171213,,,,,0,,,,0,,,,
TULE RIDGE/MAHOGANY FLAT,NV0319,4160,4404,,,,,0,,,,0,,,,
UPPER HOT CREEK,NV0693,92200,93262,,,,,36,,,,0,,,,
WHITE RIVER,NV0409,118627,118627,,,,,159,,,,0,,,September 2009,
WILLOW CREEK (in NV0618),NV0699,98252,99246,,,,,0,,,,0,,,,
WILSON CREEK (from into NV0414) (11),NV0404,0,0,,,,,0,,,,0,,,February 2007,
Outside,NV000Z,,,,,,,566,,,,18,,,September 2010,
BORDO ATRAVESADO,NM0001,16487,19614,16487,19614,40,60,56,Within AML,0,0,0,,July 2012,June 2012,2014
CARRACAS MESA* (original name Rosa Community),NM0003,8019,8999,8019,8999,18,23,90,4,0,0,0,,February 2011,September 2013,2012
GODFREY HILLS,NM0002,9407,27108,,,,,0,,,,0,,,,
PUNCHE VALLEY,NM0004,54742,70809,,,,,0,,,,0,,,,
OUTSIDE OF HERD AREAS,NM000Z,,,,,,,0,,,,0,,,April 1995,
BEATYS BUTTE,OR0002,399725,438140,399725,438140,100,250,895,4,0,0,0,,June 2012,August 2012,2010
COLD SPRING,OR0013,29889,32664,29889,32664,75,150,155,1,0,0,0,,June 2012,July 2010,2013
COYOTE LAKEIALVORD TULE SPRINGS (4),OR0014,237958,253389,584854,588432,198,390,288,Within AML,0,0,0,,July 2011,September 2011,2014
HOG CREEK,OR0011,21819,22381,21819,22381,30,50,58,1,0,0,0,,June 2017,November 2009,2013
JACKIES BUTTE,OR0015,120751,123766,65211,65251,75,150,18,0,0,0,0,,August 2017,August 2012,2014
KIGER (from OR0020 & 000038),OR0010,840,0,19998,30305,51,82,73,Within AML,0,0,0,,April 2017,August 2011,2014
LIGGETT TABLE,OR0037,28098,28849,28095,28849,10,25,29,1,0,0,0,,August 2009,September 2009,2013
PAISLEY DESERT,OR0001,327895,335445,297552,303718,60,150,128,Wthin AML,0,0,0,,August 2017,August 2012,2014
PALOMINO BUTTES,OR0006,86191,98810,72359,74234,32,64,115,2,0,0,0,,June 2017,December 2009,2012
POKEGAMA,OR0018,16279,84963,15279,84963,30,50,35,Whin AML,0,0,0,,October 2004,,2014
RIDDLE MOUNTAIN,OR0009,78311,85231,28331,32666,33,56,48,Whin AML,0,0,0,,April 2017,July 2011,2014
SAND SPRINGS,OR0017,193532,207253,193532,207253,100,200,107,Within AML,0,3,0,,July 2017,September 2011,2014
SIHEEPSHEADYHEATH CREEK (3),OR0016,136053,136749,198848,205275,161,302,238,Within AML,0,0,0,,July 2017,September 2011,2014
SOUTH STEENS,OR0003,187502,280715,127608,134459,159,304,460,2,0,0,0,,June 2017,November 2009,2012
STINKINGVVATER,OR0008,78312,92086,78312,92086,40,80,70,Within AML,0,0,0,,July 2009,August 2011,2014
THREE FINGERS,OR0012,82929,92681,62513,71488,75,150,108,Within AML,0,0,0,,July 2017,August 2011,2014
WARM SPRINGS,OR0007,474396,499457,474396,499457,111,202,192,Within AML,20,25,60,2,April 2017,November 2010,2014
MURDERERS CREEK,OR0019,34253,67132,34253,67132,13,35,63,2,0,0,0,,February 2017,February 2014,2005
ALVORD TULE SPRINGS,OR0005,345895,364479,,,,,0,,,,0,,,February 2001,
ATTLIRBURY,OR0028,7906,9613,,,,,0,,,,0,,,,
BASQUE,OR0025,8676,9379,,,,,0,,,,0,,,,
CHERRY CREEK,OR0021,35744,135886,,,,,0,,,,0,,,,
COTTONWOOD BASIN,OR0026,7804,8042,,,,,0,,,,0,,,,
COTTONWOOD CREEK,OR0027,24126,24750,,,,,0,,,,0,,,,
DIAMOND CRATERS,OR0031,41051,51938,,,,,0,,,,0,,,,
EAST KIGER (into CR0010),OR0020,8031,10556,,,,,0,,,,0,,,,
EAST WAGONTIRE,OR0034,111450,199079,,,,,0,,,,0,,,,
HEATH CREEK-SHEEPSHEAD (into Room),OR0004,62705,68527,,,,,0,,,,0,,,November 2008,
LAKERIDGE,OR0023,3654,4355,,,,,0,,,,0,,,,
MIDDLE FORK,OR0032,37498,43370,,,,,0,,,,0,,,,
MORGER,OR0030,20385,26854,,,,,0,,,,0,,,,
POTHOLES,OR0024,9252,10255,,,,,0,,,,0,,,December 1990,
PUEBLO-LONE MOUNTAIN,OR0036,233145,237130,,,,,0,,,,0,,,November 1992,
RHODES CANYON,OR0022,14696,38976,,,,,0,,,,0,,,,
SECOND FLAT,OR0033,9183,12190,,,,,0,,,,0,,,,
SMYTH CREEK (into OR0010),OR0038,18872,28845,,,,,0,,,,0,,,,
SOUTH CATLOW,OR0035,42080,97218,,,,,0,,,,0,,,January 2000,
STOCKADE,OR0029,32173,48203,,,,,0,,,,0,,,,
